"","date","product","Sales"
"2906",2018-12-28,"For Kids: One Smart Goose",374
"2907",2018-12-28,"Getting Started",277
"2908",2018-12-28,"Recipe Book",228
"2909",2018-12-29,"Advanced Techniques",433
"2910",2018-12-29,"For Kids: One Smart Goose",457
"2911",2018-12-29,"Getting Started",347
"2912",2018-12-29,"Recipe Book",294
"2913",2018-12-30,"Advanced Techniques",446
"2914",2018-12-30,"For Kids: One Smart Goose",476
"2915",2018-12-30,"Getting Started",361
"2916",2018-12-30,"Recipe Book",291
"2917",2018-12-31,"Advanced Techniques",337
"2918",2018-12-31,"For Kids: One Smart Goose",364
"2919",2018-12-31,"Getting Started",270
"2920",2018-12-31,"Recipe Book",230
"2921",2019-01-01,"Advanced Techniques",284
"2922",2019-01-01,"For Kids: One Smart Goose",307
"2923",2019-01-01,"Getting Started",235
"2924",2019-01-01,"Recipe Book",192
"2925",2019-01-02,"Advanced Techniques",245
"2926",2019-01-02,"For Kids: One Smart Goose",263
"2927",2019-01-02,"Getting Started",198
"2928",2019-01-02,"Recipe Book",165
"2929",2019-01-03,"Advanced Techniques",229
"2930",2019-01-03,"For Kids: One Smart Goose",246
"2931",2019-01-03,"Getting Started",188
"2932",2019-01-03,"Recipe Book",151
"2933",2019-01-04,"Advanced Techniques",241
"2934",2019-01-04,"For Kids: One Smart Goose",241
"2935",2019-01-04,"Getting Started",183
"2936",2019-01-04,"Recipe Book",154
"2937",2019-01-05,"Advanced Techniques",268
"2938",2019-01-05,"For Kids: One Smart Goose",278
"2939",2019-01-05,"Getting Started",205
"2940",2019-01-05,"Recipe Book",171
"2941",2019-01-06,"Advanced Techniques",276
"2942",2019-01-06,"For Kids: One Smart Goose",285
"2943",2019-01-06,"Getting Started",216
"2944",2019-01-06,"Recipe Book",184
"2945",2019-01-07,"Advanced Techniques",231
"2946",2019-01-07,"For Kids: One Smart Goose",232
"2947",2019-01-07,"Getting Started",177
"2948",2019-01-07,"Recipe Book",149
"2949",2019-01-08,"Advanced Techniques",219
"2950",2019-01-08,"For Kids: One Smart Goose",226
"2951",2019-01-08,"Getting Started",171
"2952",2019-01-08,"Recipe Book",140
"2953",2019-01-09,"Advanced Techniques",221
"2954",2019-01-09,"For Kids: One Smart Goose",231
"2955",2019-01-09,"Getting Started",166
"2956",2019-01-09,"Recipe Book",142
"2957",2019-01-10,"Advanced Techniques",217
"2958",2019-01-10,"For Kids: One Smart Goose",225
"2959",2019-01-10,"Getting Started",170
"2960",2019-01-10,"Recipe Book",147
"2961",2019-01-11,"Advanced Techniques",225
"2962",2019-01-11,"For Kids: One Smart Goose",230
"2963",2019-01-11,"Getting Started",172
"2964",2019-01-11,"Recipe Book",147
"2965",2019-01-12,"Advanced Techniques",254
"2966",2019-01-12,"For Kids: One Smart Goose",257
"2967",2019-01-12,"Getting Started",186
"2968",2019-01-12,"Recipe Book",160
"2969",2019-01-13,"Advanced Techniques",258
"2970",2019-01-13,"For Kids: One Smart Goose",260
"2971",2019-01-13,"Getting Started",188
"2972",2019-01-13,"Recipe Book",165
"2973",2019-01-14,"Advanced Techniques",204
"2974",2019-01-14,"For Kids: One Smart Goose",211
"2975",2019-01-14,"Getting Started",157
"2976",2019-01-14,"Recipe Book",135
"2977",2019-01-15,"Advanced Techniques",215
"2978",2019-01-15,"For Kids: One Smart Goose",216
"2979",2019-01-15,"Getting Started",152
"2980",2019-01-15,"Recipe Book",138
"2981",2019-01-16,"Advanced Techniques",213
"2982",2019-01-16,"For Kids: One Smart Goose",213
"2983",2019-01-16,"Getting Started",150
"2984",2019-01-16,"Recipe Book",138
"2985",2019-01-17,"Advanced Techniques",213
"2986",2019-01-17,"For Kids: One Smart Goose",205
"2987",2019-01-17,"Getting Started",150
"2988",2019-01-17,"Recipe Book",133
"2989",2019-01-18,"Advanced Techniques",225
"2990",2019-01-18,"For Kids: One Smart Goose",222
"2991",2019-01-18,"Getting Started",159
"2992",2019-01-18,"Recipe Book",144
"2993",2019-01-19,"Advanced Techniques",246
"2994",2019-01-19,"For Kids: One Smart Goose",241
"2995",2019-01-19,"Getting Started",177
"2996",2019-01-19,"Recipe Book",151
"2997",2019-01-20,"Advanced Techniques",248
"2998",2019-01-20,"For Kids: One Smart Goose",257
"2999",2019-01-20,"Getting Started",183
"3000",2019-01-20,"Recipe Book",166
"3001",2019-01-21,"Advanced Techniques",216
"3002",2019-01-21,"For Kids: One Smart Goose",212
"3003",2019-01-21,"Getting Started",153
"3004",2019-01-21,"Recipe Book",135
"3005",2019-01-22,"Advanced Techniques",209
"3006",2019-01-22,"For Kids: One Smart Goose",208
"3007",2019-01-22,"Getting Started",152
"3008",2019-01-22,"Recipe Book",132
"3009",2019-01-23,"Advanced Techniques",219
"3010",2019-01-23,"For Kids: One Smart Goose",215
"3011",2019-01-23,"Getting Started",147
"3012",2019-01-23,"Recipe Book",135
"3013",2019-01-24,"Advanced Techniques",212
"3014",2019-01-24,"For Kids: One Smart Goose",215
"3015",2019-01-24,"Getting Started",150
"3016",2019-01-24,"Recipe Book",133
"3017",2019-01-25,"Advanced Techniques",225
"3018",2019-01-25,"For Kids: One Smart Goose",226
"3019",2019-01-25,"Getting Started",158
"3020",2019-01-25,"Recipe Book",138
"3021",2019-01-26,"Advanced Techniques",256
"3022",2019-01-26,"For Kids: One Smart Goose",239
"3023",2019-01-26,"Getting Started",170
"3024",2019-01-26,"Recipe Book",155
"3025",2019-01-27,"Advanced Techniques",255
"3026",2019-01-27,"For Kids: One Smart Goose",253
"3027",2019-01-27,"Getting Started",182
"3028",2019-01-27,"Recipe Book",154
"3029",2019-01-28,"Advanced Techniques",224
"3030",2019-01-28,"For Kids: One Smart Goose",219
"3031",2019-01-28,"Getting Started",149
"3032",2019-01-28,"Recipe Book",133
"3033",2019-01-29,"Advanced Techniques",225
"3034",2019-01-29,"For Kids: One Smart Goose",216
"3035",2019-01-29,"Getting Started",150
"3036",2019-01-29,"Recipe Book",134
"3037",2019-01-30,"Advanced Techniques",227
"3038",2019-01-30,"For Kids: One Smart Goose",208
"3039",2019-01-30,"Getting Started",147
"3040",2019-01-30,"Recipe Book",131
"3041",2019-01-31,"Advanced Techniques",227
"3042",2019-01-31,"For Kids: One Smart Goose",210
"3043",2019-01-31,"Getting Started",149
"3044",2019-01-31,"Recipe Book",130
"3045",2019-02-01,"Advanced Techniques",237
"3046",2019-02-01,"For Kids: One Smart Goose",223
"3047",2019-02-01,"Getting Started",155
"3048",2019-02-01,"Recipe Book",134
"3049",2019-02-02,"Advanced Techniques",259
"3050",2019-02-02,"For Kids: One Smart Goose",244
"3051",2019-02-02,"Getting Started",170
"3052",2019-02-02,"Recipe Book",145
"3053",2019-02-03,"Advanced Techniques",266
"3054",2019-02-03,"For Kids: One Smart Goose",259
"3055",2019-02-03,"Getting Started",179
"3056",2019-02-03,"Recipe Book",157
"3057",2019-02-04,"Advanced Techniques",225
"3058",2019-02-04,"For Kids: One Smart Goose",208
"3059",2019-02-04,"Getting Started",147
"3060",2019-02-04,"Recipe Book",131
"3061",2019-02-05,"Advanced Techniques",220
"3062",2019-02-05,"For Kids: One Smart Goose",210
"3063",2019-02-05,"Getting Started",144
"3064",2019-02-05,"Recipe Book",129
"3065",2019-02-06,"Advanced Techniques",226
"3066",2019-02-06,"For Kids: One Smart Goose",215
"3067",2019-02-06,"Getting Started",145
"3068",2019-02-06,"Recipe Book",134
"3069",2019-02-07,"Advanced Techniques",224
"3070",2019-02-07,"For Kids: One Smart Goose",209
"3071",2019-02-07,"Getting Started",144
"3072",2019-02-07,"Recipe Book",129
"3073",2019-02-08,"Advanced Techniques",234
"3074",2019-02-08,"For Kids: One Smart Goose",216
"3075",2019-02-08,"Getting Started",158
"3076",2019-02-08,"Recipe Book",132
"3077",2019-02-09,"Advanced Techniques",256
"3078",2019-02-09,"For Kids: One Smart Goose",239
"3079",2019-02-09,"Getting Started",164
"3080",2019-02-09,"Recipe Book",150
"3081",2019-02-10,"Advanced Techniques",271
"3082",2019-02-10,"For Kids: One Smart Goose",246
"3083",2019-02-10,"Getting Started",178
"3084",2019-02-10,"Recipe Book",157
"3085",2019-02-11,"Advanced Techniques",226
"3086",2019-02-11,"For Kids: One Smart Goose",205
"3087",2019-02-11,"Getting Started",149
"3088",2019-02-11,"Recipe Book",134
"3089",2019-02-12,"Advanced Techniques",231
"3090",2019-02-12,"For Kids: One Smart Goose",208
"3091",2019-02-12,"Getting Started",149
"3092",2019-02-12,"Recipe Book",131
"3093",2019-02-13,"Advanced Techniques",226
"3094",2019-02-13,"For Kids: One Smart Goose",211
"3095",2019-02-13,"Getting Started",147
"3096",2019-02-13,"Recipe Book",126
"3097",2019-02-14,"Advanced Techniques",237
"3098",2019-02-14,"For Kids: One Smart Goose",209
"3099",2019-02-14,"Getting Started",146
"3100",2019-02-14,"Recipe Book",129
"3101",2019-02-15,"Advanced Techniques",234
"3102",2019-02-15,"For Kids: One Smart Goose",223
"3103",2019-02-15,"Getting Started",150
"3104",2019-02-15,"Recipe Book",136
"3105",2019-02-16,"Advanced Techniques",265
"3106",2019-02-16,"For Kids: One Smart Goose",240
"3107",2019-02-16,"Getting Started",160
"3108",2019-02-16,"Recipe Book",145
"3109",2019-02-17,"Advanced Techniques",280
"3110",2019-02-17,"For Kids: One Smart Goose",249
"3111",2019-02-17,"Getting Started",168
"3112",2019-02-17,"Recipe Book",154
"3113",2019-02-18,"Advanced Techniques",235
"3114",2019-02-18,"For Kids: One Smart Goose",210
"3115",2019-02-18,"Getting Started",145
"3116",2019-02-18,"Recipe Book",130
"3117",2019-02-19,"Advanced Techniques",235
"3118",2019-02-19,"For Kids: One Smart Goose",206
"3119",2019-02-19,"Getting Started",140
"3120",2019-02-19,"Recipe Book",128
"3121",2019-02-20,"Advanced Techniques",231
"3122",2019-02-20,"For Kids: One Smart Goose",212
"3123",2019-02-20,"Getting Started",143
"3124",2019-02-20,"Recipe Book",129
"3125",2019-02-21,"Advanced Techniques",239
"3126",2019-02-21,"For Kids: One Smart Goose",215
"3127",2019-02-21,"Getting Started",139
"3128",2019-02-21,"Recipe Book",128
"3129",2019-02-22,"Advanced Techniques",245
"3130",2019-02-22,"For Kids: One Smart Goose",220
"3131",2019-02-22,"Getting Started",149
"3132",2019-02-22,"Recipe Book",133
"3133",2019-02-23,"Advanced Techniques",272
"3134",2019-02-23,"For Kids: One Smart Goose",240
"3135",2019-02-23,"Getting Started",162
"3136",2019-02-23,"Recipe Book",151
"3137",2019-02-24,"Advanced Techniques",279
"3138",2019-02-24,"For Kids: One Smart Goose",249
"3139",2019-02-24,"Getting Started",170
"3140",2019-02-24,"Recipe Book",156
"3141",2019-02-25,"Advanced Techniques",235
"3142",2019-02-25,"For Kids: One Smart Goose",212
"3143",2019-02-25,"Getting Started",145
"3144",2019-02-25,"Recipe Book",127
"3145",2019-02-26,"Advanced Techniques",236
"3146",2019-02-26,"For Kids: One Smart Goose",207
"3147",2019-02-26,"Getting Started",142
"3148",2019-02-26,"Recipe Book",129
"3149",2019-02-27,"Advanced Techniques",234
"3150",2019-02-27,"For Kids: One Smart Goose",202
"3151",2019-02-27,"Getting Started",138
"3152",2019-02-27,"Recipe Book",129
"3153",2019-02-28,"Advanced Techniques",249
"3154",2019-02-28,"For Kids: One Smart Goose",206
"3155",2019-02-28,"Getting Started",141
"3156",2019-02-28,"Recipe Book",130
"3157",2019-03-01,"Advanced Techniques",249
"3158",2019-03-01,"For Kids: One Smart Goose",213
"3159",2019-03-01,"Getting Started",148
"3160",2019-03-01,"Recipe Book",133
"3161",2019-03-02,"Advanced Techniques",271
"3162",2019-03-02,"For Kids: One Smart Goose",239
"3163",2019-03-02,"Getting Started",156
"3164",2019-03-02,"Recipe Book",146
"3165",2019-03-03,"Advanced Techniques",287
"3166",2019-03-03,"For Kids: One Smart Goose",252
"3167",2019-03-03,"Getting Started",165
"3168",2019-03-03,"Recipe Book",152
"3169",2019-03-04,"Advanced Techniques",244
"3170",2019-03-04,"For Kids: One Smart Goose",206
"3171",2019-03-04,"Getting Started",142
"3172",2019-03-04,"Recipe Book",128
"3173",2019-03-05,"Advanced Techniques",240
"3174",2019-03-05,"For Kids: One Smart Goose",205
"3175",2019-03-05,"Getting Started",138
"3176",2019-03-05,"Recipe Book",124
"3177",2019-03-06,"Advanced Techniques",247
"3178",2019-03-06,"For Kids: One Smart Goose",204
"3179",2019-03-06,"Getting Started",136
"3180",2019-03-06,"Recipe Book",125
"3181",2019-03-07,"Advanced Techniques",240
"3182",2019-03-07,"For Kids: One Smart Goose",211
"3183",2019-03-07,"Getting Started",142
"3184",2019-03-07,"Recipe Book",126
"3185",2019-03-08,"Advanced Techniques",247
"3186",2019-03-08,"For Kids: One Smart Goose",221
"3187",2019-03-08,"Getting Started",144
"3188",2019-03-08,"Recipe Book",132
"3189",2019-03-09,"Advanced Techniques",283
"3190",2019-03-09,"For Kids: One Smart Goose",240
"3191",2019-03-09,"Getting Started",153
"3192",2019-03-09,"Recipe Book",138
"3193",2019-03-10,"Advanced Techniques",281
"3194",2019-03-10,"For Kids: One Smart Goose",246
"3195",2019-03-10,"Getting Started",165
"3196",2019-03-10,"Recipe Book",151
"3197",2019-03-11,"Advanced Techniques",241
"3198",2019-03-11,"For Kids: One Smart Goose",206
"3199",2019-03-11,"Getting Started",134
"3200",2019-03-11,"Recipe Book",126
"3201",2019-03-12,"Advanced Techniques",244
"3202",2019-03-12,"For Kids: One Smart Goose",205
"3203",2019-03-12,"Getting Started",140
"3204",2019-03-12,"Recipe Book",124
"3205",2019-03-13,"Advanced Techniques",240
"3206",2019-03-13,"For Kids: One Smart Goose",211
"3207",2019-03-13,"Getting Started",137
"3208",2019-03-13,"Recipe Book",126
"3209",2019-03-14,"Advanced Techniques",233
"3210",2019-03-14,"For Kids: One Smart Goose",201
"3211",2019-03-14,"Getting Started",138
"3212",2019-03-14,"Recipe Book",119
"3213",2019-03-15,"Advanced Techniques",248
"3214",2019-03-15,"For Kids: One Smart Goose",212
"3215",2019-03-15,"Getting Started",141
"3216",2019-03-15,"Recipe Book",130
"3217",2019-03-16,"Advanced Techniques",276
"3218",2019-03-16,"For Kids: One Smart Goose",240
"3219",2019-03-16,"Getting Started",158
"3220",2019-03-16,"Recipe Book",141
"3221",2019-03-17,"Advanced Techniques",288
"3222",2019-03-17,"For Kids: One Smart Goose",249
"3223",2019-03-17,"Getting Started",165
"3224",2019-03-17,"Recipe Book",149
"3225",2019-03-18,"Advanced Techniques",238
"3226",2019-03-18,"For Kids: One Smart Goose",214
"3227",2019-03-18,"Getting Started",135
"3228",2019-03-18,"Recipe Book",122
"3229",2019-03-19,"Advanced Techniques",239
"3230",2019-03-19,"For Kids: One Smart Goose",204
"3231",2019-03-19,"Getting Started",139
"3232",2019-03-19,"Recipe Book",125
"3233",2019-03-20,"Advanced Techniques",241
"3234",2019-03-20,"For Kids: One Smart Goose",208
"3235",2019-03-20,"Getting Started",135
"3236",2019-03-20,"Recipe Book",122
"3237",2019-03-21,"Advanced Techniques",241
"3238",2019-03-21,"For Kids: One Smart Goose",208
"3239",2019-03-21,"Getting Started",138
"3240",2019-03-21,"Recipe Book",123
"3241",2019-03-22,"Advanced Techniques",252
"3242",2019-03-22,"For Kids: One Smart Goose",220
"3243",2019-03-22,"Getting Started",142
"3244",2019-03-22,"Recipe Book",131
"3245",2019-03-23,"Advanced Techniques",284
"3246",2019-03-23,"For Kids: One Smart Goose",236
"3247",2019-03-23,"Getting Started",156
"3248",2019-03-23,"Recipe Book",137
"3249",2019-03-24,"Advanced Techniques",288
"3250",2019-03-24,"For Kids: One Smart Goose",249
"3251",2019-03-24,"Getting Started",166
"3252",2019-03-24,"Recipe Book",145
"3253",2019-03-25,"Advanced Techniques",247
"3254",2019-03-25,"For Kids: One Smart Goose",205
"3255",2019-03-25,"Getting Started",132
"3256",2019-03-25,"Recipe Book",122
"3257",2019-03-26,"Advanced Techniques",240
"3258",2019-03-26,"For Kids: One Smart Goose",205
"3259",2019-03-26,"Getting Started",136
"3260",2019-03-26,"Recipe Book",120
"3261",2019-03-27,"Advanced Techniques",252
"3262",2019-03-27,"For Kids: One Smart Goose",204
"3263",2019-03-27,"Getting Started",135
"3264",2019-03-27,"Recipe Book",117
"3265",2019-03-28,"Advanced Techniques",247
"3266",2019-03-28,"For Kids: One Smart Goose",206
"3267",2019-03-28,"Getting Started",133
"3268",2019-03-28,"Recipe Book",121
"3269",2019-03-29,"Advanced Techniques",259
"3270",2019-03-29,"For Kids: One Smart Goose",220
"3271",2019-03-29,"Getting Started",141
"3272",2019-03-29,"Recipe Book",127
"3273",2019-03-30,"Advanced Techniques",280
"3274",2019-03-30,"For Kids: One Smart Goose",241
"3275",2019-03-30,"Getting Started",155
"3276",2019-03-30,"Recipe Book",136
"3277",2019-03-31,"Advanced Techniques",288
"3278",2019-03-31,"For Kids: One Smart Goose",248
"3279",2019-03-31,"Getting Started",163
"3280",2019-03-31,"Recipe Book",145
"3281",2019-04-01,"Advanced Techniques",241
"3282",2019-04-01,"For Kids: One Smart Goose",209
"3283",2019-04-01,"Getting Started",136
"3284",2019-04-01,"Recipe Book",119
"3285",2019-04-02,"Advanced Techniques",238
"3286",2019-04-02,"For Kids: One Smart Goose",205
"3287",2019-04-02,"Getting Started",135
"3288",2019-04-02,"Recipe Book",118
"3289",2019-04-03,"Advanced Techniques",243
"3290",2019-04-03,"For Kids: One Smart Goose",198
"3291",2019-04-03,"Getting Started",134
"3292",2019-04-03,"Recipe Book",118
"3293",2019-04-04,"Advanced Techniques",242
"3294",2019-04-04,"For Kids: One Smart Goose",206
"3295",2019-04-04,"Getting Started",136
"3296",2019-04-04,"Recipe Book",118
"3297",2019-04-05,"Advanced Techniques",256
"3298",2019-04-05,"For Kids: One Smart Goose",212
"3299",2019-04-05,"Getting Started",142
"3300",2019-04-05,"Recipe Book",128
"3301",2019-04-06,"Advanced Techniques",286
"3302",2019-04-06,"For Kids: One Smart Goose",234
"3303",2019-04-06,"Getting Started",156
"3304",2019-04-06,"Recipe Book",135
"3305",2019-04-07,"Advanced Techniques",288
"3306",2019-04-07,"For Kids: One Smart Goose",248
"3307",2019-04-07,"Getting Started",166
"3308",2019-04-07,"Recipe Book",140
"3309",2019-04-08,"Advanced Techniques",240
"3310",2019-04-08,"For Kids: One Smart Goose",201
"3311",2019-04-08,"Getting Started",133
"3312",2019-04-08,"Recipe Book",118
"3313",2019-04-09,"Advanced Techniques",239
"3314",2019-04-09,"For Kids: One Smart Goose",206
"3315",2019-04-09,"Getting Started",136
"3316",2019-04-09,"Recipe Book",115
"3317",2019-04-10,"Advanced Techniques",244
"3318",2019-04-10,"For Kids: One Smart Goose",203
"3319",2019-04-10,"Getting Started",134
"3320",2019-04-10,"Recipe Book",119
"3321",2019-04-11,"Advanced Techniques",244
"3322",2019-04-11,"For Kids: One Smart Goose",205
"3323",2019-04-11,"Getting Started",134
"3324",2019-04-11,"Recipe Book",120
"3325",2019-04-12,"Advanced Techniques",258
"3326",2019-04-12,"For Kids: One Smart Goose",213
"3327",2019-04-12,"Getting Started",145
"3328",2019-04-12,"Recipe Book",122
"3329",2019-04-13,"Advanced Techniques",279
"3330",2019-04-13,"For Kids: One Smart Goose",235
"3331",2019-04-13,"Getting Started",150
"3332",2019-04-13,"Recipe Book",131
"3333",2019-04-14,"Advanced Techniques",288
"3334",2019-04-14,"For Kids: One Smart Goose",246
"3335",2019-04-14,"Getting Started",164
"3336",2019-04-14,"Recipe Book",141
"3337",2019-04-15,"Advanced Techniques",238
"3338",2019-04-15,"For Kids: One Smart Goose",205
"3339",2019-04-15,"Getting Started",139
"3340",2019-04-15,"Recipe Book",115
"3341",2019-04-16,"Advanced Techniques",246
"3342",2019-04-16,"For Kids: One Smart Goose",206
"3343",2019-04-16,"Getting Started",134
"3344",2019-04-16,"Recipe Book",114
"3345",2019-04-17,"Advanced Techniques",244
"3346",2019-04-17,"For Kids: One Smart Goose",201
"3347",2019-04-17,"Getting Started",135
"3348",2019-04-17,"Recipe Book",115
"3349",2019-04-18,"Advanced Techniques",244
"3350",2019-04-18,"For Kids: One Smart Goose",207
"3351",2019-04-18,"Getting Started",138
"3352",2019-04-18,"Recipe Book",116
"3353",2019-04-19,"Advanced Techniques",257
"3354",2019-04-19,"For Kids: One Smart Goose",216
"3355",2019-04-19,"Getting Started",145
"3356",2019-04-19,"Recipe Book",119
"3357",2019-04-20,"Advanced Techniques",276
"3358",2019-04-20,"For Kids: One Smart Goose",240
"3359",2019-04-20,"Getting Started",158
"3360",2019-04-20,"Recipe Book",131
"3361",2019-04-21,"Advanced Techniques",297
"3362",2019-04-21,"For Kids: One Smart Goose",253
"3363",2019-04-21,"Getting Started",172
"3364",2019-04-21,"Recipe Book",144
"3365",2019-04-22,"Advanced Techniques",250
"3366",2019-04-22,"For Kids: One Smart Goose",212
"3367",2019-04-22,"Getting Started",141
"3368",2019-04-22,"Recipe Book",119
"3369",2019-04-23,"Advanced Techniques",260
"3370",2019-04-23,"For Kids: One Smart Goose",212
"3371",2019-04-23,"Getting Started",147
"3372",2019-04-23,"Recipe Book",126
"3373",2019-04-24,"Advanced Techniques",269
"3374",2019-04-24,"For Kids: One Smart Goose",230
"3375",2019-04-24,"Getting Started",150
"3376",2019-04-24,"Recipe Book",122
"3377",2019-04-25,"Advanced Techniques",269
"3378",2019-04-25,"For Kids: One Smart Goose",224
"3379",2019-04-25,"Getting Started",156
"3380",2019-04-25,"Recipe Book",130
"3381",2019-04-26,"Advanced Techniques",282
"3382",2019-04-26,"For Kids: One Smart Goose",239
"3383",2019-04-26,"Getting Started",163
"3384",2019-04-26,"Recipe Book",134
"3385",2019-04-27,"Advanced Techniques",324
"3386",2019-04-27,"For Kids: One Smart Goose",271
"3387",2019-04-27,"Getting Started",178
"3388",2019-04-27,"Recipe Book",141
"3389",2019-04-28,"Advanced Techniques",319
"3390",2019-04-28,"For Kids: One Smart Goose",273
"3391",2019-04-28,"Getting Started",180
"3392",2019-04-28,"Recipe Book",154
"3393",2019-04-29,"Advanced Techniques",253
"3394",2019-04-29,"For Kids: One Smart Goose",218
"3395",2019-04-29,"Getting Started",147
"3396",2019-04-29,"Recipe Book",123
"3397",2019-04-30,"Advanced Techniques",247
"3398",2019-04-30,"For Kids: One Smart Goose",216
"3399",2019-04-30,"Getting Started",142
"3400",2019-04-30,"Recipe Book",115
"3401",2019-05-01,"Advanced Techniques",250
"3402",2019-05-01,"For Kids: One Smart Goose",208
"3403",2019-05-01,"Getting Started",144
"3404",2019-05-01,"Recipe Book",120
"3405",2019-05-02,"Advanced Techniques",247
"3406",2019-05-02,"For Kids: One Smart Goose",214
"3407",2019-05-02,"Getting Started",140
"3408",2019-05-02,"Recipe Book",118
"3409",2019-05-03,"Advanced Techniques",262
"3410",2019-05-03,"For Kids: One Smart Goose",234
"3411",2019-05-03,"Getting Started",153
"3412",2019-05-03,"Recipe Book",127
"3413",2019-05-04,"Advanced Techniques",306
"3414",2019-05-04,"For Kids: One Smart Goose",254
"3415",2019-05-04,"Getting Started",178
"3416",2019-05-04,"Recipe Book",143
"3417",2019-05-05,"Advanced Techniques",323
"3418",2019-05-05,"For Kids: One Smart Goose",279
"3419",2019-05-05,"Getting Started",192
"3420",2019-05-05,"Recipe Book",150
"3421",2019-05-06,"Advanced Techniques",269
"3422",2019-05-06,"For Kids: One Smart Goose",237
"3423",2019-05-06,"Getting Started",157
"3424",2019-05-06,"Recipe Book",129
"3425",2019-05-07,"Advanced Techniques",263
"3426",2019-05-07,"For Kids: One Smart Goose",229
"3427",2019-05-07,"Getting Started",157
"3428",2019-05-07,"Recipe Book",123
"3429",2019-05-08,"Advanced Techniques",245
"3430",2019-05-08,"For Kids: One Smart Goose",214
"3431",2019-05-08,"Getting Started",148
"3432",2019-05-08,"Recipe Book",119
"3433",2019-05-09,"Advanced Techniques",248
"3434",2019-05-09,"For Kids: One Smart Goose",214
"3435",2019-05-09,"Getting Started",146
"3436",2019-05-09,"Recipe Book",114
"3437",2019-05-10,"Advanced Techniques",249
"3438",2019-05-10,"For Kids: One Smart Goose",219
"3439",2019-05-10,"Getting Started",153
"3440",2019-05-10,"Recipe Book",119
"3441",2019-05-11,"Advanced Techniques",273
"3442",2019-05-11,"For Kids: One Smart Goose",239
"3443",2019-05-11,"Getting Started",165
"3444",2019-05-11,"Recipe Book",132
"3445",2019-05-12,"Advanced Techniques",289
"3446",2019-05-12,"For Kids: One Smart Goose",254
"3447",2019-05-12,"Getting Started",173
"3448",2019-05-12,"Recipe Book",131
"3449",2019-05-13,"Advanced Techniques",240
"3450",2019-05-13,"For Kids: One Smart Goose",210
"3451",2019-05-13,"Getting Started",144
"3452",2019-05-13,"Recipe Book",115
"3453",2019-05-14,"Advanced Techniques",238
"3454",2019-05-14,"For Kids: One Smart Goose",209
"3455",2019-05-14,"Getting Started",148
"3456",2019-05-14,"Recipe Book",113
"3457",2019-05-15,"Advanced Techniques",238
"3458",2019-05-15,"For Kids: One Smart Goose",208
"3459",2019-05-15,"Getting Started",147
"3460",2019-05-15,"Recipe Book",112
"3461",2019-05-16,"Advanced Techniques",233
"3462",2019-05-16,"For Kids: One Smart Goose",197
"3463",2019-05-16,"Getting Started",144
"3464",2019-05-16,"Recipe Book",108
"3465",2019-05-17,"Advanced Techniques",244
"3466",2019-05-17,"For Kids: One Smart Goose",215
"3467",2019-05-17,"Getting Started",150
"3468",2019-05-17,"Recipe Book",115
"3469",2019-05-18,"Advanced Techniques",262
"3470",2019-05-18,"For Kids: One Smart Goose",237
"3471",2019-05-18,"Getting Started",162
"3472",2019-05-18,"Recipe Book",128
"3473",2019-05-19,"Advanced Techniques",278
"3474",2019-05-19,"For Kids: One Smart Goose",250
"3475",2019-05-19,"Getting Started",167
"3476",2019-05-19,"Recipe Book",130
"3477",2019-05-20,"Advanced Techniques",230
"3478",2019-05-20,"For Kids: One Smart Goose",203
"3479",2019-05-20,"Getting Started",141
"3480",2019-05-20,"Recipe Book",107
"3481",2019-05-21,"Advanced Techniques",228
"3482",2019-05-21,"For Kids: One Smart Goose",201
"3483",2019-05-21,"Getting Started",144
"3484",2019-05-21,"Recipe Book",109
"3485",2019-05-22,"Advanced Techniques",233
"3486",2019-05-22,"For Kids: One Smart Goose",207
"3487",2019-05-22,"Getting Started",144
"3488",2019-05-22,"Recipe Book",110
"3489",2019-05-23,"Advanced Techniques",232
"3490",2019-05-23,"For Kids: One Smart Goose",206
"3491",2019-05-23,"Getting Started",146
"3492",2019-05-23,"Recipe Book",107
"3493",2019-05-24,"Advanced Techniques",242
"3494",2019-05-24,"For Kids: One Smart Goose",216
"3495",2019-05-24,"Getting Started",150
"3496",2019-05-24,"Recipe Book",117
"3497",2019-05-25,"Advanced Techniques",257
"3498",2019-05-25,"For Kids: One Smart Goose",239
"3499",2019-05-25,"Getting Started",166
"3500",2019-05-25,"Recipe Book",129
"3501",2019-05-26,"Advanced Techniques",278
"3502",2019-05-26,"For Kids: One Smart Goose",248
"3503",2019-05-26,"Getting Started",175
"3504",2019-05-26,"Recipe Book",127
"3505",2019-05-27,"Advanced Techniques",224
"3506",2019-05-27,"For Kids: One Smart Goose",202
"3507",2019-05-27,"Getting Started",141
"3508",2019-05-27,"Recipe Book",110
"3509",2019-05-28,"Advanced Techniques",229
"3510",2019-05-28,"For Kids: One Smart Goose",210
"3511",2019-05-28,"Getting Started",143
"3512",2019-05-28,"Recipe Book",107
"3513",2019-05-29,"Advanced Techniques",216
"3514",2019-05-29,"For Kids: One Smart Goose",203
"3515",2019-05-29,"Getting Started",144
"3516",2019-05-29,"Recipe Book",105
"3517",2019-05-30,"Advanced Techniques",223
"3518",2019-05-30,"For Kids: One Smart Goose",203
"3519",2019-05-30,"Getting Started",146
