"","date","country","Sales"
"4629",2019-02-11,"Germany",236
"4630",2019-02-11,"Italy",168
"4631",2019-02-11,"Poland",80
"4632",2019-02-11,"Spain",147
"4633",2019-02-12,"Belgium",235
"4634",2019-02-12,"France",213
"4635",2019-02-12,"Germany",236
"4636",2019-02-12,"Italy",170
"4637",2019-02-12,"Poland",80
"4638",2019-02-12,"Spain",145
"4639",2019-02-13,"Belgium",236
"4640",2019-02-13,"France",206
"4641",2019-02-13,"Germany",231
"4642",2019-02-13,"Italy",168
"4643",2019-02-13,"Poland",79
"4644",2019-02-13,"Spain",144
"4645",2019-02-14,"Belgium",232
"4646",2019-02-14,"France",205
"4647",2019-02-14,"Germany",242
"4648",2019-02-14,"Italy",172
"4649",2019-02-14,"Poland",75
"4650",2019-02-14,"Spain",156
"4651",2019-02-15,"Belgium",244
"4652",2019-02-15,"France",209
"4653",2019-02-15,"Germany",243
"4654",2019-02-15,"Italy",175
"4655",2019-02-15,"Poland",81
"4656",2019-02-15,"Spain",161
"4657",2019-02-16,"Belgium",270
"4658",2019-02-16,"France",227
"4659",2019-02-16,"Germany",263
"4660",2019-02-16,"Italy",191
"4661",2019-02-16,"Poland",90
"4662",2019-02-16,"Spain",174
"4663",2019-02-17,"Belgium",283
"4664",2019-02-17,"France",238
"4665",2019-02-17,"Germany",286
"4666",2019-02-17,"Italy",195
"4667",2019-02-17,"Poland",97
"4668",2019-02-17,"Spain",178
"4669",2019-02-18,"Belgium",236
"4670",2019-02-18,"France",209
"4671",2019-02-18,"Germany",237
"4672",2019-02-18,"Italy",173
"4673",2019-02-18,"Poland",80
"4674",2019-02-18,"Spain",146
"4675",2019-02-19,"Belgium",231
"4676",2019-02-19,"France",204
"4677",2019-02-19,"Germany",234
"4678",2019-02-19,"Italy",168
"4679",2019-02-19,"Poland",79
"4680",2019-02-19,"Spain",148
"4681",2019-02-20,"Belgium",236
"4682",2019-02-20,"France",202
"4683",2019-02-20,"Germany",236
"4684",2019-02-20,"Italy",174
"4685",2019-02-20,"Poland",80
"4686",2019-02-20,"Spain",144
"4687",2019-02-21,"Belgium",230
"4688",2019-02-21,"France",205
"4689",2019-02-21,"Germany",239
"4690",2019-02-21,"Italy",175
"4691",2019-02-21,"Poland",82
"4692",2019-02-21,"Spain",150
"4693",2019-02-22,"Belgium",241
"4694",2019-02-22,"France",220
"4695",2019-02-22,"Germany",244
"4696",2019-02-22,"Italy",175
"4697",2019-02-22,"Poland",83
"4698",2019-02-22,"Spain",156
"4699",2019-02-23,"Belgium",272
"4700",2019-02-23,"France",244
"4701",2019-02-23,"Germany",264
"4702",2019-02-23,"Italy",201
"4703",2019-02-23,"Poland",87
"4704",2019-02-23,"Spain",170
"4705",2019-02-24,"Belgium",270
"4706",2019-02-24,"France",244
"4707",2019-02-24,"Germany",288
"4708",2019-02-24,"Italy",205
"4709",2019-02-24,"Poland",94
"4710",2019-02-24,"Spain",180
"4711",2019-02-25,"Belgium",243
"4712",2019-02-25,"France",210
"4713",2019-02-25,"Germany",228
"4714",2019-02-25,"Italy",170
"4715",2019-02-25,"Poland",77
"4716",2019-02-25,"Spain",151
"4717",2019-02-26,"Belgium",232
"4718",2019-02-26,"France",196
"4719",2019-02-26,"Germany",246
"4720",2019-02-26,"Italy",170
"4721",2019-02-26,"Poland",78
"4722",2019-02-26,"Spain",147
"4723",2019-02-27,"Belgium",235
"4724",2019-02-27,"France",195
"4725",2019-02-27,"Germany",230
"4726",2019-02-27,"Italy",169
"4727",2019-02-27,"Poland",77
"4728",2019-02-27,"Spain",148
"4729",2019-02-28,"Belgium",240
"4730",2019-02-28,"France",203
"4731",2019-02-28,"Germany",241
"4732",2019-02-28,"Italy",177
"4733",2019-02-28,"Poland",80
"4734",2019-02-28,"Spain",150
"4735",2019-03-01,"Belgium",243
"4736",2019-03-01,"France",208
"4737",2019-03-01,"Germany",242
"4738",2019-03-01,"Italy",178
"4739",2019-03-01,"Poland",83
"4740",2019-03-01,"Spain",159
"4741",2019-03-02,"Belgium",263
"4742",2019-03-02,"France",237
"4743",2019-03-02,"Germany",263
"4744",2019-03-02,"Italy",190
"4745",2019-03-02,"Poland",93
"4746",2019-03-02,"Spain",172
"4747",2019-03-03,"Belgium",284
"4748",2019-03-03,"France",246
"4749",2019-03-03,"Germany",277
"4750",2019-03-03,"Italy",200
"4751",2019-03-03,"Poland",94
"4752",2019-03-03,"Spain",181
"4753",2019-03-04,"Belgium",235
"4754",2019-03-04,"France",208
"4755",2019-03-04,"Germany",230
"4756",2019-03-04,"Italy",174
"4757",2019-03-04,"Poland",82
"4758",2019-03-04,"Spain",150
"4759",2019-03-05,"Belgium",227
"4760",2019-03-05,"France",196
"4761",2019-03-05,"Germany",237
"4762",2019-03-05,"Italy",168
"4763",2019-03-05,"Poland",81
"4764",2019-03-05,"Spain",151
"4765",2019-03-06,"Belgium",237
"4766",2019-03-06,"France",204
"4767",2019-03-06,"Germany",232
"4768",2019-03-06,"Italy",166
"4769",2019-03-06,"Poland",80
"4770",2019-03-06,"Spain",149
"4771",2019-03-07,"Belgium",238
"4772",2019-03-07,"France",201
"4773",2019-03-07,"Germany",242
"4774",2019-03-07,"Italy",165
"4775",2019-03-07,"Poland",80
"4776",2019-03-07,"Spain",152
"4777",2019-03-08,"Belgium",251
"4778",2019-03-08,"France",210
"4779",2019-03-08,"Germany",241
"4780",2019-03-08,"Italy",173
"4781",2019-03-08,"Poland",84
"4782",2019-03-08,"Spain",157
"4783",2019-03-09,"Belgium",260
"4784",2019-03-09,"France",235
"4785",2019-03-09,"Germany",268
"4786",2019-03-09,"Italy",195
"4787",2019-03-09,"Poland",91
"4788",2019-03-09,"Spain",173
"4789",2019-03-10,"Belgium",269
"4790",2019-03-10,"France",242
"4791",2019-03-10,"Germany",276
"4792",2019-03-10,"Italy",207
"4793",2019-03-10,"Poland",95
"4794",2019-03-10,"Spain",176
"4795",2019-03-11,"Belgium",231
"4796",2019-03-11,"France",200
"4797",2019-03-11,"Germany",233
"4798",2019-03-11,"Italy",171
"4799",2019-03-11,"Poland",78
"4800",2019-03-11,"Spain",149
"4801",2019-03-12,"Belgium",234
"4802",2019-03-12,"France",205
"4803",2019-03-12,"Germany",230
"4804",2019-03-12,"Italy",170
"4805",2019-03-12,"Poland",79
"4806",2019-03-12,"Spain",150
"4807",2019-03-13,"Belgium",238
"4808",2019-03-13,"France",198
"4809",2019-03-13,"Germany",237
"4810",2019-03-13,"Italy",171
"4811",2019-03-13,"Poland",79
"4812",2019-03-13,"Spain",148
"4813",2019-03-14,"Belgium",222
"4814",2019-03-14,"France",196
"4815",2019-03-14,"Germany",229
"4816",2019-03-14,"Italy",167
"4817",2019-03-14,"Poland",78
"4818",2019-03-14,"Spain",144
"4819",2019-03-15,"Belgium",244
"4820",2019-03-15,"France",212
"4821",2019-03-15,"Germany",235
"4822",2019-03-15,"Italy",168
"4823",2019-03-15,"Poland",80
"4824",2019-03-15,"Spain",159
"4825",2019-03-16,"Belgium",260
"4826",2019-03-16,"France",232
"4827",2019-03-16,"Germany",268
"4828",2019-03-16,"Italy",195
"4829",2019-03-16,"Poland",91
"4830",2019-03-16,"Spain",178
"4831",2019-03-17,"Belgium",284
"4832",2019-03-17,"France",245
"4833",2019-03-17,"Germany",277
"4834",2019-03-17,"Italy",200
"4835",2019-03-17,"Poland",93
"4836",2019-03-17,"Spain",178
"4837",2019-03-18,"Belgium",238
"4838",2019-03-18,"France",204
"4839",2019-03-18,"Germany",236
"4840",2019-03-18,"Italy",165
"4841",2019-03-18,"Poland",72
"4842",2019-03-18,"Spain",149
"4843",2019-03-19,"Belgium",228
"4844",2019-03-19,"France",210
"4845",2019-03-19,"Germany",232
"4846",2019-03-19,"Italy",163
"4847",2019-03-19,"Poland",79
"4848",2019-03-19,"Spain",149
"4849",2019-03-20,"Belgium",230
"4850",2019-03-20,"France",201
"4851",2019-03-20,"Germany",239
"4852",2019-03-20,"Italy",166
"4853",2019-03-20,"Poland",78
"4854",2019-03-20,"Spain",147
"4855",2019-03-21,"Belgium",237
"4856",2019-03-21,"France",202
"4857",2019-03-21,"Germany",234
"4858",2019-03-21,"Italy",165
"4859",2019-03-21,"Poland",79
"4860",2019-03-21,"Spain",148
"4861",2019-03-22,"Belgium",249
"4862",2019-03-22,"France",211
"4863",2019-03-22,"Germany",244
"4864",2019-03-22,"Italy",172
"4865",2019-03-22,"Poland",82
"4866",2019-03-22,"Spain",157
"4867",2019-03-23,"Belgium",267
"4868",2019-03-23,"France",233
"4869",2019-03-23,"Germany",268
"4870",2019-03-23,"Italy",192
"4871",2019-03-23,"Poland",92
"4872",2019-03-23,"Spain",167
"4873",2019-03-24,"Belgium",279
"4874",2019-03-24,"France",243
"4875",2019-03-24,"Germany",277
"4876",2019-03-24,"Italy",200
"4877",2019-03-24,"Poland",93
"4878",2019-03-24,"Spain",182
"4879",2019-03-25,"Belgium",236
"4880",2019-03-25,"France",203
"4881",2019-03-25,"Germany",226
"4882",2019-03-25,"Italy",169
"4883",2019-03-25,"Poland",77
"4884",2019-03-25,"Spain",147
"4885",2019-03-26,"Belgium",233
"4886",2019-03-26,"France",207
"4887",2019-03-26,"Germany",218
"4888",2019-03-26,"Italy",168
"4889",2019-03-26,"Poland",78
"4890",2019-03-26,"Spain",148
"4891",2019-03-27,"Belgium",235
"4892",2019-03-27,"France",198
"4893",2019-03-27,"Germany",239
"4894",2019-03-27,"Italy",167
"4895",2019-03-27,"Poland",74
"4896",2019-03-27,"Spain",150
"4897",2019-03-28,"Belgium",231
"4898",2019-03-28,"France",199
"4899",2019-03-28,"Germany",238
"4900",2019-03-28,"Italy",164
"4901",2019-03-28,"Poland",79
"4902",2019-03-28,"Spain",150
"4903",2019-03-29,"Belgium",250
"4904",2019-03-29,"France",216
"4905",2019-03-29,"Germany",241
"4906",2019-03-29,"Italy",175
"4907",2019-03-29,"Poland",82
"4908",2019-03-29,"Spain",156
"4909",2019-03-30,"Belgium",273
"4910",2019-03-30,"France",225
"4911",2019-03-30,"Germany",266
"4912",2019-03-30,"Italy",190
"4913",2019-03-30,"Poland",89
"4914",2019-03-30,"Spain",176
"4915",2019-03-31,"Belgium",284
"4916",2019-03-31,"France",243
"4917",2019-03-31,"Germany",276
"4918",2019-03-31,"Italy",197
"4919",2019-03-31,"Poland",94
"4920",2019-03-31,"Spain",171
"4921",2019-04-01,"Belgium",243
"4922",2019-04-01,"France",194
"4923",2019-04-01,"Germany",224
"4924",2019-04-01,"Italy",166
"4925",2019-04-01,"Poland",80
"4926",2019-04-01,"Spain",150
"4927",2019-04-02,"Belgium",224
"4928",2019-04-02,"France",201
"4929",2019-04-02,"Germany",229
"4930",2019-04-02,"Italy",168
"4931",2019-04-02,"Poland",79
"4932",2019-04-02,"Spain",144
"4933",2019-04-03,"Belgium",232
"4934",2019-04-03,"France",194
"4935",2019-04-03,"Germany",230
"4936",2019-04-03,"Italy",162
"4937",2019-04-03,"Poland",78
"4938",2019-04-03,"Spain",143
"4939",2019-04-04,"Belgium",230
"4940",2019-04-04,"France",205
"4941",2019-04-04,"Germany",227
"4942",2019-04-04,"Italy",164
"4943",2019-04-04,"Poland",79
"4944",2019-04-04,"Spain",146
"4945",2019-04-05,"Belgium",241
"4946",2019-04-05,"France",208
"4947",2019-04-05,"Germany",251
"4948",2019-04-05,"Italy",172
"4949",2019-04-05,"Poland",81
"4950",2019-04-05,"Spain",156
"4951",2019-04-06,"Belgium",275
"4952",2019-04-06,"France",238
"4953",2019-04-06,"Germany",261
"4954",2019-04-06,"Italy",188
"4955",2019-04-06,"Poland",87
"4956",2019-04-06,"Spain",168
"4957",2019-04-07,"Belgium",282
"4958",2019-04-07,"France",242
"4959",2019-04-07,"Germany",274
"4960",2019-04-07,"Italy",195
"4961",2019-04-07,"Poland",91
"4962",2019-04-07,"Spain",180
"4963",2019-04-08,"Belgium",229
"4964",2019-04-08,"France",192
"4965",2019-04-08,"Germany",233
"4966",2019-04-08,"Italy",166
"4967",2019-04-08,"Poland",76
"4968",2019-04-08,"Spain",140
"4969",2019-04-09,"Belgium",228
"4970",2019-04-09,"France",203
"4971",2019-04-09,"Germany",228
"4972",2019-04-09,"Italy",169
"4973",2019-04-09,"Poland",74
"4974",2019-04-09,"Spain",142
"4975",2019-04-10,"Belgium",232
"4976",2019-04-10,"France",200
"4977",2019-04-10,"Germany",228
"4978",2019-04-10,"Italy",166
"4979",2019-04-10,"Poland",76
"4980",2019-04-10,"Spain",149
"4981",2019-04-11,"Belgium",232
"4982",2019-04-11,"France",195
"4983",2019-04-11,"Germany",232
"4984",2019-04-11,"Italy",168
"4985",2019-04-11,"Poland",80
"4986",2019-04-11,"Spain",147
"4987",2019-04-12,"Belgium",246
"4988",2019-04-12,"France",206
"4989",2019-04-12,"Germany",242
"4990",2019-04-12,"Italy",178
"4991",2019-04-12,"Poland",78
"4992",2019-04-12,"Spain",158
"4993",2019-04-13,"Belgium",264
"4994",2019-04-13,"France",222
"4995",2019-04-13,"Germany",259
"4996",2019-04-13,"Italy",191
"4997",2019-04-13,"Poland",88
"4998",2019-04-13,"Spain",167
"4999",2019-04-14,"Belgium",278
"5000",2019-04-14,"France",239
"5001",2019-04-14,"Germany",270
"5002",2019-04-14,"Italy",203
"5003",2019-04-14,"Poland",93
"5004",2019-04-14,"Spain",175
"5005",2019-04-15,"Belgium",236
"5006",2019-04-15,"France",195
"5007",2019-04-15,"Germany",225
"5008",2019-04-15,"Italy",166
"5009",2019-04-15,"Poland",78
"5010",2019-04-15,"Spain",147
"5011",2019-04-16,"Belgium",233
"5012",2019-04-16,"France",198
"5013",2019-04-16,"Germany",230
"5014",2019-04-16,"Italy",162
"5015",2019-04-16,"Poland",78
"5016",2019-04-16,"Spain",149
"5017",2019-04-17,"Belgium",226
"5018",2019-04-17,"France",198
"5019",2019-04-17,"Germany",235
"5020",2019-04-17,"Italy",167
"5021",2019-04-17,"Poland",76
"5022",2019-04-17,"Spain",140
"5023",2019-04-18,"Belgium",232
"5024",2019-04-18,"France",206
"5025",2019-04-18,"Germany",228
"5026",2019-04-18,"Italy",164
"5027",2019-04-18,"Poland",74
"5028",2019-04-18,"Spain",153
"5029",2019-04-19,"Belgium",248
"5030",2019-04-19,"France",204
"5031",2019-04-19,"Germany",234
"5032",2019-04-19,"Italy",175
"5033",2019-04-19,"Poland",82
"5034",2019-04-19,"Spain",163
"5035",2019-04-20,"Belgium",261
"5036",2019-04-20,"France",226
"5037",2019-04-20,"Germany",265
"5038",2019-04-20,"Italy",192
"5039",2019-04-20,"Poland",88
"5040",2019-04-20,"Spain",174
"5041",2019-04-21,"Belgium",290
"5042",2019-04-21,"France",243
"5043",2019-04-21,"Germany",285
"5044",2019-04-21,"Italy",203
"5045",2019-04-21,"Poland",94
"5046",2019-04-21,"Spain",184
"5047",2019-04-22,"Belgium",228
"5048",2019-04-22,"France",198
"5049",2019-04-22,"Germany",251
"5050",2019-04-22,"Italy",167
"5051",2019-04-22,"Poland",82
"5052",2019-04-22,"Spain",156
"5053",2019-04-23,"Belgium",234
"5054",2019-04-23,"France",204
"5055",2019-04-23,"Germany",259
"5056",2019-04-23,"Italy",172
"5057",2019-04-23,"Poland",85
"5058",2019-04-23,"Spain",162
"5059",2019-04-24,"Belgium",238
"5060",2019-04-24,"France",212
"5061",2019-04-24,"Germany",272
"5062",2019-04-24,"Italy",178
"5063",2019-04-24,"Poland",90
"5064",2019-04-24,"Spain",165
"5065",2019-04-25,"Belgium",253
"5066",2019-04-25,"France",217
"5067",2019-04-25,"Germany",270
"5068",2019-04-25,"Italy",178
"5069",2019-04-25,"Poland",93
"5070",2019-04-25,"Spain",155
"5071",2019-04-26,"Belgium",267
"5072",2019-04-26,"France",228
"5073",2019-04-26,"Germany",279
"5074",2019-04-26,"Italy",194
"5075",2019-04-26,"Poland",99
"5076",2019-04-26,"Spain",160
"5077",2019-04-27,"Belgium",294
"5078",2019-04-27,"France",269
"5079",2019-04-27,"Germany",307
"5080",2019-04-27,"Italy",224
"5081",2019-04-27,"Poland",107
"5082",2019-04-27,"Spain",170
"5083",2019-04-28,"Belgium",305
"5084",2019-04-28,"France",266
"5085",2019-04-28,"Germany",301
"5086",2019-04-28,"Italy",233
"5087",2019-04-28,"Poland",106
"5088",2019-04-28,"Spain",178
"5089",2019-04-29,"Belgium",239
"5090",2019-04-29,"France",216
"5091",2019-04-29,"Germany",238
"5092",2019-04-29,"Italy",192
"5093",2019-04-29,"Poland",83
"5094",2019-04-29,"Spain",144
"5095",2019-04-30,"Belgium",226
"5096",2019-04-30,"France",207
"5097",2019-04-30,"Germany",230
"5098",2019-04-30,"Italy",190
"5099",2019-04-30,"Poland",79
"5100",2019-04-30,"Spain",147
"5101",2019-05-01,"Belgium",238
"5102",2019-05-01,"France",196
"5103",2019-05-01,"Germany",237
"5104",2019-05-01,"Italy",183
"5105",2019-05-01,"Poland",79
"5106",2019-05-01,"Spain",150
"5107",2019-05-02,"Belgium",235
"5108",2019-05-02,"France",198
"5109",2019-05-02,"Germany",236
"5110",2019-05-02,"Italy",176
"5111",2019-05-02,"Poland",80
"5112",2019-05-02,"Spain",152
"5113",2019-05-03,"Belgium",250
"5114",2019-05-03,"France",220
"5115",2019-05-03,"Germany",262
"5116",2019-05-03,"Italy",185
"5117",2019-05-03,"Poland",88
"5118",2019-05-03,"Spain",161
"5119",2019-05-04,"Belgium",288
"5120",2019-05-04,"France",257
"5121",2019-05-04,"Germany",287
"5122",2019-05-04,"Italy",206
"5123",2019-05-04,"Poland",99
"5124",2019-05-04,"Spain",184
"5125",2019-05-05,"Belgium",308
"5126",2019-05-05,"France",277
"5127",2019-05-05,"Germany",305
"5128",2019-05-05,"Italy",221
"5129",2019-05-05,"Poland",109
"5130",2019-05-05,"Spain",197
"5131",2019-05-06,"Belgium",257
"5132",2019-05-06,"France",224
"5133",2019-05-06,"Germany",258
"5134",2019-05-06,"Italy",189
"5135",2019-05-06,"Poland",95
"5136",2019-05-06,"Spain",164
"5137",2019-05-07,"Belgium",250
"5138",2019-05-07,"France",222
"5139",2019-05-07,"Germany",260
"5140",2019-05-07,"Italy",180
"5141",2019-05-07,"Poland",91
"5142",2019-05-07,"Spain",155
"5143",2019-05-08,"Belgium",232
"5144",2019-05-08,"France",206
"5145",2019-05-08,"Germany",240
"5146",2019-05-08,"Italy",171
"5147",2019-05-08,"Poland",90
"5148",2019-05-08,"Spain",151
"5149",2019-05-09,"Belgium",231
"5150",2019-05-09,"France",206
"5151",2019-05-09,"Germany",230
"5152",2019-05-09,"Italy",173
"5153",2019-05-09,"Poland",90
"5154",2019-05-09,"Spain",152
"5155",2019-05-10,"Belgium",241
"5156",2019-05-10,"France",213
"5157",2019-05-10,"Germany",245
"5158",2019-05-10,"Italy",169
"5159",2019-05-10,"Poland",86
"5160",2019-05-10,"Spain",157
"5161",2019-05-11,"Belgium",252
"5162",2019-05-11,"France",246
"5163",2019-05-11,"Germany",273
"5164",2019-05-11,"Italy",187
"5165",2019-05-11,"Poland",90
"5166",2019-05-11,"Spain",166
"5167",2019-05-12,"Belgium",280
"5168",2019-05-12,"France",267
"5169",2019-05-12,"Germany",257
"5170",2019-05-12,"Italy",197
"5171",2019-05-12,"Poland",93
"5172",2019-05-12,"Spain",176
"5173",2019-05-13,"Belgium",226
"5174",2019-05-13,"France",226
"5175",2019-05-13,"Germany",229
"5176",2019-05-13,"Italy",158
"5177",2019-05-13,"Poland",74
"5178",2019-05-13,"Spain",150
"5179",2019-05-14,"Belgium",233
"5180",2019-05-14,"France",215
"5181",2019-05-14,"Germany",228
"5182",2019-05-14,"Italy",163
"5183",2019-05-14,"Poland",76
"5184",2019-05-14,"Spain",146
"5185",2019-05-15,"Belgium",230
"5186",2019-05-15,"France",211
"5187",2019-05-15,"Germany",230
"5188",2019-05-15,"Italy",168
"5189",2019-05-15,"Poland",80
"5190",2019-05-15,"Spain",139
"5191",2019-05-16,"Belgium",227
"5192",2019-05-16,"France",200
"5193",2019-05-16,"Germany",223
"5194",2019-05-16,"Italy",161
"5195",2019-05-16,"Poland",73
"5196",2019-05-16,"Spain",138
"5197",2019-05-17,"Belgium",242
"5198",2019-05-17,"France",206
"5199",2019-05-17,"Germany",233
"5200",2019-05-17,"Italy",176
"5201",2019-05-17,"Poland",82
"5202",2019-05-17,"Spain",148
"5203",2019-05-18,"Belgium",255
"5204",2019-05-18,"France",224
"5205",2019-05-18,"Germany",260
"5206",2019-05-18,"Italy",188
"5207",2019-05-18,"Poland",88
"5208",2019-05-18,"Spain",167
"5209",2019-05-19,"Belgium",265
"5210",2019-05-19,"France",231
"5211",2019-05-19,"Germany",272
"5212",2019-05-19,"Italy",203
"5213",2019-05-19,"Poland",90
"5214",2019-05-19,"Spain",176
"5215",2019-05-20,"Belgium",223
"5216",2019-05-20,"France",190
"5217",2019-05-20,"Germany",221
"5218",2019-05-20,"Italy",168
"5219",2019-05-20,"Poland",76
"5220",2019-05-20,"Spain",142
"5221",2019-05-21,"Belgium",220
"5222",2019-05-21,"France",194
"5223",2019-05-21,"Germany",228
"5224",2019-05-21,"Italy",162
"5225",2019-05-21,"Poland",76
"5226",2019-05-21,"Spain",144
"5227",2019-05-22,"Belgium",231
"5228",2019-05-22,"France",200
"5229",2019-05-22,"Germany",226
"5230",2019-05-22,"Italy",161
"5231",2019-05-22,"Poland",76
"5232",2019-05-22,"Spain",146
"5233",2019-05-23,"Belgium",230
"5234",2019-05-23,"France",199
"5235",2019-05-23,"Germany",224
"5236",2019-05-23,"Italy",162
"5237",2019-05-23,"Poland",75
"5238",2019-05-23,"Spain",145
"5239",2019-05-24,"Belgium",241
"5240",2019-05-24,"France",212
"5241",2019-05-24,"Germany",233
"5242",2019-05-24,"Italy",170
"5243",2019-05-24,"Poland",82
"5244",2019-05-24,"Spain",150
"5245",2019-05-25,"Belgium",257
"5246",2019-05-25,"France",223
"5247",2019-05-25,"Germany",262
"5248",2019-05-25,"Italy",191
"5249",2019-05-25,"Poland",88
"5250",2019-05-25,"Spain",168
"5251",2019-05-26,"Belgium",269
"5252",2019-05-26,"France",237
"5253",2019-05-26,"Germany",275
"5254",2019-05-26,"Italy",194
"5255",2019-05-26,"Poland",93
"5256",2019-05-26,"Spain",174
"5257",2019-05-27,"Belgium",226
"5258",2019-05-27,"France",196
"5259",2019-05-27,"Germany",220
"5260",2019-05-27,"Italy",158
"5261",2019-05-27,"Poland",74
"5262",2019-05-27,"Spain",142
"5263",2019-05-28,"Belgium",227
"5264",2019-05-28,"France",198
"5265",2019-05-28,"Germany",230
"5266",2019-05-28,"Italy",165
"5267",2019-05-28,"Poland",74
"5268",2019-05-28,"Spain",141
"5269",2019-05-29,"Belgium",218
"5270",2019-05-29,"France",185
"5271",2019-05-29,"Germany",224
"5272",2019-05-29,"Italy",161
"5273",2019-05-29,"Poland",73
"5274",2019-05-29,"Spain",142
"5275",2019-05-30,"Belgium",226
"5276",2019-05-30,"France",195
"5277",2019-05-30,"Germany",227
"5278",2019-05-30,"Italy",157
"5279",2019-05-30,"Poland",75
"5280",2019-05-30,"Spain",139
"5281",2019-05-31,"Belgium",243
"5282",2019-05-31,"France",215
"5283",2019-05-31,"Germany",244
"5284",2019-05-31,"Italy",171
"5285",2019-05-31,"Poland",80
"5286",2019-05-31,"Spain",143
"5287",2019-06-01,"Belgium",268
"5288",2019-06-01,"France",235
"5289",2019-06-01,"Germany",268
"5290",2019-06-01,"Italy",186
"5291",2019-06-01,"Poland",84
"5292",2019-06-01,"Spain",159
"5293",2019-06-02,"Belgium",282
"5294",2019-06-02,"France",244
"5295",2019-06-02,"Germany",277
"5296",2019-06-02,"Italy",196
"5297",2019-06-02,"Poland",90
"5298",2019-06-02,"Spain",166
"5299",2019-06-03,"Belgium",249
"5300",2019-06-03,"France",217
"5301",2019-06-03,"Germany",240
"5302",2019-06-03,"Italy",160
"5303",2019-06-03,"Poland",76
"5304",2019-06-03,"Spain",139
"5305",2019-06-04,"Belgium",256
"5306",2019-06-04,"France",214
"5307",2019-06-04,"Germany",247
"5308",2019-06-04,"Italy",170
"5309",2019-06-04,"Poland",75
"5310",2019-06-04,"Spain",139
"5311",2019-06-05,"Belgium",238
"5312",2019-06-05,"France",215
"5313",2019-06-05,"Germany",247
"5314",2019-06-05,"Italy",172
"5315",2019-06-05,"Poland",76
"5316",2019-06-05,"Spain",138
"5317",2019-06-06,"Belgium",235
"5318",2019-06-06,"France",198
"5319",2019-06-06,"Germany",231
"5320",2019-06-06,"Italy",176
"5321",2019-06-06,"Poland",71
"5322",2019-06-06,"Spain",137
"5323",2019-06-07,"Belgium",236
"5324",2019-06-07,"France",206
"5325",2019-06-07,"Germany",239
"5326",2019-06-07,"Italy",188
"5327",2019-06-07,"Poland",80
"5328",2019-06-07,"Spain",146
"5329",2019-06-08,"Belgium",267
"5330",2019-06-08,"France",221
"5331",2019-06-08,"Germany",258
"5332",2019-06-08,"Italy",196
"5333",2019-06-08,"Poland",84
"5334",2019-06-08,"Spain",168
"5335",2019-06-09,"Belgium",277
"5336",2019-06-09,"France",231
"5337",2019-06-09,"Germany",260
"5338",2019-06-09,"Italy",200
"5339",2019-06-09,"Poland",91
"5340",2019-06-09,"Spain",165
"5341",2019-06-10,"Belgium",217
"5342",2019-06-10,"France",199
"5343",2019-06-10,"Germany",215
"5344",2019-06-10,"Italy",168
"5345",2019-06-10,"Poland",77
"5346",2019-06-10,"Spain",146
"5347",2019-06-11,"Belgium",223
"5348",2019-06-11,"France",198
"5349",2019-06-11,"Germany",215
"5350",2019-06-11,"Italy",167
"5351",2019-06-11,"Poland",78
"5352",2019-06-11,"Spain",138
"5353",2019-06-12,"Belgium",230
"5354",2019-06-12,"France",207
"5355",2019-06-12,"Germany",234
"5356",2019-06-12,"Italy",160
"5357",2019-06-12,"Poland",83
"5358",2019-06-12,"Spain",139
"5359",2019-06-13,"Belgium",241
"5360",2019-06-13,"France",208
"5361",2019-06-13,"Germany",244
"5362",2019-06-13,"Italy",159
"5363",2019-06-13,"Poland",87
"5364",2019-06-13,"Spain",139
"5365",2019-06-14,"Belgium",258
"5366",2019-06-14,"France",221
"5367",2019-06-14,"Germany",256
"5368",2019-06-14,"Italy",165
"5369",2019-06-14,"Poland",90
"5370",2019-06-14,"Spain",145
"5371",2019-06-15,"Belgium",279
"5372",2019-06-15,"France",253
"5373",2019-06-15,"Germany",284
"5374",2019-06-15,"Italy",182
"5375",2019-06-15,"Poland",97
"5376",2019-06-15,"Spain",162
"5377",2019-06-16,"Belgium",291
"5378",2019-06-16,"France",256
"5379",2019-06-16,"Germany",292
"5380",2019-06-16,"Italy",187
"5381",2019-06-16,"Poland",97
"5382",2019-06-16,"Spain",171
"5383",2019-06-17,"Belgium",229
"5384",2019-06-17,"France",194
"5385",2019-06-17,"Germany",236
"5386",2019-06-17,"Italy",157
"5387",2019-06-17,"Poland",78
"5388",2019-06-17,"Spain",142
"5389",2019-06-18,"Belgium",220
"5390",2019-06-18,"France",193
"5391",2019-06-18,"Germany",220
"5392",2019-06-18,"Italy",160
"5393",2019-06-18,"Poland",72
"5394",2019-06-18,"Spain",136
"5395",2019-06-19,"Belgium",222
"5396",2019-06-19,"France",190
"5397",2019-06-19,"Germany",225
"5398",2019-06-19,"Italy",156
"5399",2019-06-19,"Poland",77
"5400",2019-06-19,"Spain",141
"5401",2019-06-20,"Belgium",221
"5402",2019-06-20,"France",190
"5403",2019-06-20,"Germany",214
"5404",2019-06-20,"Italy",160
"5405",2019-06-20,"Poland",77
"5406",2019-06-20,"Spain",134
"5407",2019-06-21,"Belgium",229
"5408",2019-06-21,"France",201
"5409",2019-06-21,"Germany",229
"5410",2019-06-21,"Italy",166
"5411",2019-06-21,"Poland",81
"5412",2019-06-21,"Spain",146
